Codigo de Atendimento;Clínica ;CPF ;Data;Dia;Tempo de Espera em minutos ;Tipo de Exame ;Horario Agendamento;Turno
618;CLIGIA;86356056863;08/ago;Sex;8;Exames de retina;08:00:00;Manhã 
619;CLIDRI;49442272589;07/ago;Qui;9;Raio-x do tórax;08:00:00;Manhã 
620;CLIGIA;18161918091;08/ago;Sex;9;Raio-x do tórax;08:00:00;Manhã 
621;CLIDRI;79761007338;07/ago;Qui;8;Raio-x do tórax;08:00:00;Manhã 
622;CLIDRI;61871085863;06/ago;Qua;9;Raio-x do tórax;08:00:00;Manhã 
623;CLIEDA;99968694776;06/ago;Qua;5;Sorologia para Hepatites;08:00:00;Manhã 
624;CLIGIA;15470437094;04/ago;Seg;6;Raio-x do tórax;08:00:00;Manhã 
625;CLIEDA;89568881610;05/ago;Ter;9;Raio-x do tórax;08:00:00;Manhã 
626;CLIDRI;65429042709;04/ago;Seg;10;Sorologia para Hepatites;08:00:00;Manhã 
627;CLIEDA;73497933633;04/ago;Seg;28;Raio-x do tórax;08:00:00;Manhã 
628;CLIDRI;62995979586;06/ago;Qua;9;Exames de retina;08:00:00;Manhã 
629;CLIDRI;42988977048;05/ago;Ter;8;Exames de retina;08:00:00;Manhã 
630;CLIEDA;46899941643;08/ago;Sex;6;Exames de retina;08:00:00;Manhã 
631;CLIEDA;61105346428;08/ago;Sex;6;Exames de retina;08:00:00;Manhã 
632;CLIEDA;72899974716;05/ago;Ter;9;Sorologia para Hepatites;08:00:00;Manhã 
633;CLIEDA;97517659585;04/ago;Seg;5;Exames de retina;08:00:00;Manhã 
634;CLIGIA;29182656840;05/ago;Ter;7;Exames de retina;08:00:00;Manhã 
635;CLIDRI;45778127000;06/ago;Qua;8;Sorologia para Hepatites;08:00:00;Manhã 
636;CLIEDA;70221861093;06/ago;Qua;9;Raio-x do tórax;08:00:00;Manhã 
637;CLIGIA;90207822707;04/ago;Seg;8;Exames de retina;08:00:00;Manhã 
638;CLIDRI;46204269087;05/ago;Ter;9;Sorologia para Hepatites;08:00:00;Manhã 
639;CLIEDA;65429719143;06/ago;Qua;7;Exames de retina;08:00:00;Manhã 
640;CLIEDA;87070246969;08/ago;Sex;7;Exames de retina;08:00:00;Manhã 
641;CLIGIA;28318852917;05/ago;Ter;10;Exames de retina;08:00:00;Manhã 
642;CLIEDA;30163597138;04/ago;Seg;10;Raio-x do tórax;08:00:00;Manhã 
643;CLIEDA;47801860686;04/ago;Seg;29;Raio-x do tórax;08:00:00;Manhã 
644;CLIEDA;89050209374;05/ago;Ter;5;Exames de retina;08:00:00;Manhã 
645;CLIGIA;30781201538;05/ago;Ter;6;Exames de retina;08:00:00;Manhã 
646;CLIGIA;54082839147;07/ago;Qui;9;Raio-x do tórax;08:00:00;Manhã 
647;CLIDRI;26816992360;07/ago;Qui;9;Raio-x do tórax;08:00:00;Manhã 
648;CLIEDA;20333096694;06/ago;Qua;8;Raio-x do tórax;08:00:00;Manhã 
649;CLIDRI;92304629329;07/ago;Qui;8;Exames de retina;08:00:00;Manhã 
650;CLIGIA;73527894630;07/ago;Qui;10;Sorologia para Hepatites;08:00:00;Manhã 
651;CLIGIA;83602533522;06/ago;Qua;6;Exames de retina;08:00:00;Manhã 
652;CLIDRI;52330900525;06/ago;Qua;9;Sorologia para Hepatites;08:00:00;Manhã 
653;CLIEDA;95734806607;07/ago;Qui;6;Sorologia para Hepatites;08:00:00;Manhã 
654;CLIEDA;29860325399;04/ago;Seg;8;Sorologia para Hepatites;08:00:00;Manhã 
655;CLIEDA;42677340344;04/ago;Seg;9;Sorologia para Hepatites;08:00:00;Manhã 
656;CLIEDA;90429241267;04/ago;Seg;7;Sorologia para Hepatites;08:00:00;Manhã 
657;CLIEDA;35339369956;07/ago;Qui;7;Sorologia para Hepatites;08:00:00;Manhã 
658;CLIEDA;66083256790;06/ago;Qua;5;Exames de retina;08:00:00;Manhã 
659;CLIEDA;31146189816;04/ago;Seg;7;Raio-x do tórax;08:00:00;Manhã 
660;CLIEDA;51803574391;05/ago;Ter;6;Exames de retina;08:00:00;Manhã 
661;CLIEDA;47227420486;08/ago;Sex;5;Sorologia para Hepatites;08:00:00;Manhã 
662;CLIEDA;86262644017;07/ago;Qui;7;Raio-x do tórax;08:00:00;Manhã 
663;CLIEDA;60235204415;04/ago;Seg;9;Exames de retina;08:00:00;Manhã 
664;CLIEDA;70941724681;07/ago;Qui;9;Raio-x do tórax;10:00:00;Manhã 
665;CLIEDA;88532743642;04/ago;Seg;8;Exames de retina;13:00:00;Tarde
666;CLIEDA;26605435556;07/ago;Qui;5;Exames de retina;12:00:00;Manhã 
667;CLIGIA;91406852447;05/ago;Ter;8;Sorologia para Hepatites;11:00:00;Manhã 
668;CLIGIA;39859797262;06/ago;Qua;7;Raio-x do tórax;08:00:00;Manhã 
669;CLIGIA;40124182147;06/ago;Qua;7;Raio-x do tórax;08:00:00;Manhã 
670;CLIDRI;32366851220;07/ago;Qui;5;Sorologia para Hepatites;10:00:00;Manhã 
671;CLIEDA;14734969371;07/ago;Qui;8;Exames de retina;10:00:00;Manhã 
672;CLIGIA;90605375803;08/ago;Sex;9;Exames de retina;09:00:00;Manhã 
673;CLIDRI;11388353197;06/ago;Qua;0;Sorologia para Hepatites;13:00:00;Tarde
674;CLIEDA;72874147839;07/ago;Qui;6;Sorologia para Hepatites;12:00:00;Manhã 
675;CLIGIA;53831852584;04/ago;Seg;8;Raio-x do tórax;12:00:00;Manhã 
676;CLIEDA;51330215879;08/ago;Sex;5;Exames de retina;10:00:00;Manhã 
677;CLIEDA;38037738994;07/ago;Qui;6;Sorologia para Hepatites;12:00:00;Manhã 
678;CLIGIA;81700736264;06/ago;Qua;9;Sorologia para Hepatites;08:00:00;Manhã 
679;CLIEDA;88033262132;05/ago;Ter;8;Raio-x do tórax;10:00:00;Manhã 
680;CLIEDA;26876986585;08/ago;Sex;5;Exames de retina;11:00:00;Manhã 
681;CLIDRI;41923572675;08/ago;Sex;6;Raio-x do tórax;08:00:00;Manhã 
682;CLIGIA;93668651611;07/ago;Qui;8;Raio-x do tórax;10:00:00;Manhã 
683;CLIGIA;14918124120;05/ago;Ter;6;Exames de retina;12:00:00;Manhã 
684;CLIDRI;25622332318;04/ago;Seg;6;Raio-x do tórax;14:00:00;Tarde
685;CLIDRI;37115750210;05/ago;Ter;6;Raio-x do tórax;14:00:00;Tarde
686;CLIGIA;52885731658;04/ago;Seg;6;Raio-x do tórax;14:00:00;Tarde
687;CLIGIA;78085896735;07/ago;Qui;7;Raio-x do tórax;14:00:00;Tarde
688;CLIEDA;64643313410;06/ago;Qua;5;Raio-x do tórax;14:00:00;Tarde
689;CLIEDA;81744164111;04/ago;Seg;10;Raio-x do tórax;14:00:00;Tarde
690;CLIEDA;45013997301;07/ago;Qui;10;Raio-x do tórax;14:00:00;Tarde
691;CLIDRI;98927345852;06/ago;Qua;7;Raio-x do tórax;14:00:00;Tarde
692;CLIGIA;94954143278;06/ago;Qua;8;Raio-x do tórax;14:00:00;Tarde
693;CLIDRI;45370203037;07/ago;Qui;7;Raio-x do tórax;14:00:00;Tarde
694;CLIEDA;28945730758;06/ago;Qua;10;Raio-x do tórax;14:00:00;Tarde
695;CLIGIA;84940625719;08/ago;Sex;5;Raio-x do tórax;08:00:00;Manhã 
696;CLIEDA;99814544002;08/ago;Sex;6;Sorologia para Hepatites;12:00:00;Manhã 
697;CLIEDA;30665395256;05/ago;Ter;10;Raio-x do tórax;11:00:00;Manhã 
698;CLIGIA;89521563527;05/ago;Ter;8;Exames de retina;09:00:00;Manhã 
699;CLIEDA;85528322966;08/ago;Sex;9;Sorologia para Hepatites;08:00:00;Manhã 
700;CLIDRI;74573887829;04/ago;Seg;0;Sorologia para Hepatites;14:00:00;Tarde
701;CLIEDA;27493076304;07/ago;Qui;8;Sorologia para Hepatites;11:00:00;Manhã 
702;CLIGIA;80313749413;04/ago;Seg;6;Sorologia para Hepatites;12:00:00;Manhã 
703;CLIEDA;16514303484;08/ago;Sex;9;Raio-x do tórax;08:00:00;Manhã 
704;CLIDRI;30739798608;04/ago;Seg;5;Sorologia para Hepatites;08:00:00;Manhã 
705;CLIDRI;25378823142;06/ago;Qua;5;Raio-x do tórax;13:00:00;Tarde
706;CLIEDA;38208278870;07/ago;Qui;9;Sorologia para Hepatites;10:00:00;Manhã 
707;CLIDRI;43928993815;04/ago;Seg;10;Exames de retina;13:00:00;Tarde
708;CLIGIA;42872507906;04/ago;Seg;8;Exames de retina;10:00:00;Manhã 
709;CLIDRI;98797941188;05/ago;Ter;5;Exames de retina;08:00:00;Manhã 
710;CLIEDA;68255603551;06/ago;Qua;10;Sorologia para Hepatites;08:00:00;Manhã 
711;CLIDRI;43252038948;08/ago;Sex;5;Raio-x do tórax;13:00:00;Tarde
712;CLIEDA;97786836088;05/ago;Ter;9;Sorologia para Hepatites;09:00:00;Manhã 
713;CLIGIA;42776858686;06/ago;Qua;6;Exames de retina;11:00:00;Manhã 
714;CLIGIA;26353807128;08/ago;Sex;8;Sorologia para Hepatites;10:00:00;Manhã 
715;CLIEDA;83769153578;05/ago;Ter;6;Raio-x do tórax;12:00:00;Manhã 
716;CLIDRI;98519880565;05/ago;Ter;9;Raio-x do tórax;14:00:00;Tarde
717;CLIEDA;94862567429;07/ago;Qui;6;Raio-x do tórax;13:00:00;Tarde
718;CLIDRI;32850416424;07/ago;Qui;5;Sorologia para Hepatites;11:00:00;Manhã 
719;CLIGIA;40502329612;04/ago;Seg;7;Exames de retina;09:00:00;Manhã 
720;CLIGIA;76298944299;06/ago;Qua;9;Raio-x do tórax;09:00:00;Manhã 
721;CLIEDA;93539035296;08/ago;Sex;5;Sorologia para Hepatites;08:00:00;Manhã 
722;CLIGIA;46403288136;05/ago;Ter;6;Exames de retina;10:00:00;Manhã 
723;CLIDRI;44816722662;08/ago;Sex;10;Exames de retina;10:00:00;Manhã 
724;CLIEDA;27795074836;06/ago;Qua;10;Raio-x do tórax;10:00:00;Manhã 
725;CLIDRI;32712196151;05/ago;Ter;7;Raio-x do tórax;14:00:00;Tarde
726;CLIGIA;55221639730;08/ago;Sex;7;Raio-x do tórax;11:00:00;Manhã 
727;CLIDRI;37307964555;05/ago;Ter;10;Raio-x do tórax;12:00:00;Manhã 
728;CLIEDA;63107771846;08/ago;Sex;5;Exames de retina;12:00:00;Manhã 
729;CLIDRI;21045632417;06/ago;Qua;5;Exames de retina;13:00:00;Tarde
730;CLIEDA;34485652076;08/ago;Sex;6;Raio-x do tórax;12:00:00;Manhã 
731;CLIGIA;76211240001;07/ago;Qui;10;Sorologia para Hepatites;08:00:00;Manhã 
732;CLIGIA;36492651298;06/ago;Qua;5;Raio-x do tórax;12:00:00;Manhã 
733;CLIGIA;73089460918;04/ago;Seg;10;Exames de retina;11:00:00;Manhã 
734;CLIEDA;93369273587;07/ago;Qui;9;Raio-x do tórax;11:00:00;Manhã 
735;CLIDRI;23762851096;08/ago;Sex;6;Raio-x do tórax;12:00:00;Manhã 
736;CLIDRI;95713148564;07/ago;Qui;8;Raio-x do tórax;13:00:00;Tarde
737;CLIGIA;65546324449;07/ago;Qui;5;Sorologia para Hepatites;12:00:00;Manhã 
738;CLIDRI;37472101183;05/ago;Ter;7;Sorologia para Hepatites;08:00:00;Manhã 
739;CLIGIA;21995042647;06/ago;Qua;6;Raio-x do tórax;09:00:00;Manhã 
740;CLIGIA;96913251068;07/ago;Qui;15;Sorologia para Hepatites;12:00:00;Manhã 
741;CLIGIA;66462920043;08/ago;Sex;16;Raio-x do tórax;13:00:00;Tarde
742;CLIDRI;35947331954;05/ago;Ter;18;Raio-x do tórax;14:00:00;Tarde
743;CLIEDA;24719895879;07/ago;Qui;16;Raio-x do tórax;14:00:00;Tarde
744;CLIGIA;93412847276;05/ago;Ter;16;Raio-x do tórax;14:00:00;Tarde
745;CLIDRI;56619711585;08/ago;Sex;16;Raio-x do tórax;14:00:00;Tarde
746;CLIDRI;16062161546;07/ago;Qui;18;Raio-x do tórax;14:00:00;Tarde
747;CLIDRI;44759752143;07/ago;Qui;18;Raio-x do tórax;14:00:00;Tarde
748;CLIEDA;70018172122;05/ago;Ter;9;Raio-x do tórax;14:00:00;Tarde
749;CLIEDA;82331774959;07/ago;Qui;15;Raio-x do tórax;14:00:00;Tarde
750;CLIGIA;33755222862;06/ago;Qua;18;Raio-x do tórax;14:00:00;Tarde
751;CLIEDA;41826491018;05/ago;Ter;2;Raio-x do tórax;14:00:00;Tarde
752;CLIEDA;69721748794;08/ago;Sex;17;Exames de retina;14:00:00;Tarde
753;CLIEDA;86422892493;06/ago;Qua;16;Raio-x do tórax;09:00:00;Manhã 
754;CLIEDA;47570382398;08/ago;Sex;18;Exames de retina;13:00:00;Tarde
755;CLIEDA;12662259279;06/ago;Qua;16;Sorologia para Hepatites;08:00:00;Manhã 
756;CLIEDA;44899391394;05/ago;Ter;15;Raio-x do tórax;12:00:00;Manhã 
757;CLIEDA;30839336131;07/ago;Qui;17;Sorologia para Hepatites;09:00:00;Manhã 
758;CLIEDA;67692111138;05/ago;Ter;16;Exames de retina;08:00:00;Manhã 
759;CLIEDA;42746796402;06/ago;Qua;0;Sorologia para Hepatites;14:00:00;Tarde
760;CLIEDA;19099395950;07/ago;Qui;16;Raio-x do tórax;10:00:00;Manhã 
761;CLIEDA;45899065719;05/ago;Ter;15;Raio-x do tórax;10:00:00;Manhã 
762;CLIEDA;92477293620;07/ago;Qui;18;Exames de retina;08:00:00;Manhã 
763;CLIEDA;54147864223;08/ago;Sex;16;Sorologia para Hepatites;11:00:00;Manhã 
764;CLIEDA;64688926662;05/ago;Ter;16;Sorologia para Hepatites;12:00:00;Manhã 
765;CLIEDA;25267880402;07/ago;Qui;16;Raio-x do tórax;13:00:00;Tarde
766;CLIEDA;93756049584;06/ago;Qua;16;Exames de retina;10:00:00;Manhã 
767;CLIEDA;84665031838;05/ago;Ter;15;Raio-x do tórax;08:00:00;Manhã 
768;CLIEDA;33637035388;04/ago;Seg;16;Exames de retina;08:00:00;Manhã 
769;CLIEDA;65619636740;04/ago;Seg;18;Sorologia para Hepatites;10:00:00;Manhã 
770;CLIEDA;39254933435;08/ago;Sex;18;Exames de retina;13:00:00;Tarde
771;CLIEDA;17597585654;07/ago;Qui;15;Sorologia para Hepatites;09:00:00;Manhã 
772;CLIEDA;43501017321;06/ago;Qua;16;Raio-x do tórax;09:00:00;Manhã 
773;CLIEDA;12025898022;08/ago;Sex;17;Raio-x do tórax;10:00:00;Manhã 
774;CLIEDA;81166977292;06/ago;Qua;16;Exames de retina;12:00:00;Manhã 
775;CLIGIA;69178011083;07/ago;Qui;16;Exames de retina;12:00:00;Manhã 
776;CLIGIA;45963344567;06/ago;Qua;18;Ecocardiograma;13:00:00;Tarde
777;CLIDRI;42843070951;07/ago;Qui;15;Ecocardiograma;08:00:00;Manhã 
778;CLIGIA;30505638884;06/ago;Qua;18;Exames de retina;09:00:00;Manhã 
779;CLIDRI;14566571554;06/ago;Qua;15;Raio-x do tórax;10:00:00;Manhã 
780;CLIGIA;89655386620;05/ago;Ter;18;Ecocardiograma;12:00:00;Manhã 
781;CLIGIA;42873141147;06/ago;Qua;15;Sorologia para Hepatites;13:00:00;Tarde
782;CLIEDA;37455444027;06/ago;Qua;17;Raio-x do tórax;11:00:00;Manhã 
783;CLIDRI;29298825720;05/ago;Ter;18;Parasitológico;11:00:00;Manhã 
784;CLIDRI;64097251156;08/ago;Sex;15;Sorologia para Hepatites;12:00:00;Manhã 
785;CLIDRI;18223137820;04/ago;Seg;17;Ecocardiograma;14:00:00;Tarde
786;CLIDRI;64528058432;08/ago;Sex;16;Ecocardiograma;08:00:00;Manhã 
787;CLIDRI;62250724135;04/ago;Seg;15;Parasitológico;11:00:00;Manhã 
788;CLIGIA;78307334113;07/ago;Qui;15;Raio-x do tórax;09:00:00;Manhã 
789;CLIDRI;53912509827;04/ago;Seg;16;Ecocardiograma;14:00:00;Tarde
790;CLIGIA;62263638238;04/ago;Seg;16;Raio-x do tórax;14:00:00;Tarde
791;CLIDRI;30914664449;07/ago;Qui;17;Ecocardiograma;11:00:00;Manhã 
792;CLIDRI;64184619084;08/ago;Sex;15;Ecocardiograma;10:00:00;Manhã 
793;CLIDRI;67399735829;07/ago;Qui;15;Raio-x do tórax;11:00:00;Manhã 
794;CLIGIA;89270322713;07/ago;Qui;17;Raio-x do tórax;13:00:00;Tarde
795;CLIGIA;56888291587;06/ago;Qua;18;Raio-x do tórax;08:00:00;Manhã 
796;CLIGIA;30360479619;05/ago;Ter;17;Raio-x do tórax;12:00:00;Manhã 
797;CLIGIA;53199029632;08/ago;Sex;15;Sorologia para Hepatites;12:00:00;Manhã 
798;CLIGIA;26195554197;06/ago;Qua;16;Ecocardiograma;08:00:00;Manhã 
799;CLIDRI;67418266648;06/ago;Qua;17;Ecocardiograma;08:00:00;Manhã 
800;CLIDRI;32701306162;05/ago;Ter;0;Sorologia para Hepatites;12:00:00;Manhã 
801;CLIDRI;92500214143;05/ago;Ter;17;Ecocardiograma;09:00:00;Manhã 
802;CLIDRI;58792534712;07/ago;Qui;0;Sorologia para Hepatites;09:00:00;Manhã 
803;CLIDRI;61273715603;06/ago;Qua;16;Ecocardiograma;13:00:00;Tarde
804;CLIDRI;33533892197;05/ago;Ter;0;Sorologia para Hepatites;12:00:00;Manhã 
805;CLIEDA;13676209688;05/ago;Ter;15;Sorologia para Hepatites;12:00:00;Manhã 
806;CLIGIA;76751329325;06/ago;Qua;18;Sorologia para Hepatites;09:00:00;Manhã 
807;CLIEDA;11719773473;05/ago;Ter;18;Raio-x do tórax;08:00:00;Manhã 
808;CLIGIA;98155517357;07/ago;Qui;0;Parasitológico;14:00:00;Tarde
809;CLIEDA;12984943496;05/ago;Ter;18;Exames de retina;13:00:00;Tarde
810;CLIGIA;74241386360;04/ago;Seg;17;Ecocardiograma;08:00:00;Manhã 
811;CLIGIA;37917767990;06/ago;Qua;18;Sorologia para Hepatites;11:00:00;Manhã 
812;CLIGIA;78079716755;08/ago;Sex;18;Raio-x do tórax;11:00:00;Manhã 
813;CLIEDA;90628956081;04/ago;Seg;15;Exames de retina;12:00:00;Manhã 
814;CLIGIA;78656899845;08/ago;Sex;0;Parasitológico;12:00:00;Manhã 
815;CLIGIA;30920397348;04/ago;Seg;15;Sorologia para Hepatites;10:00:00;Manhã 
816;CLIEDA;93907480488;07/ago;Qui;17;Ecocardiograma;14:00:00;Tarde
817;CLIDRI;58022277430;04/ago;Seg;16;Raio-x do tórax;14:00:00;Tarde
818;CLIEDA;99034201119;07/ago;Qui;18;Sorologia para Hepatites;10:00:00;Manhã 
819;CLIGIA;23037316721;04/ago;Seg;0;Parasitológico;14:00:00;Tarde
820;CLIGIA;88952769460;07/ago;Qui;16;Exames de retina;11:00:00;Manhã 
821;CLIEDA;75941948265;07/ago;Qui;15;Exames de retina;09:00:00;Manhã 
822;CLIEDA;40660926776;06/ago;Qua;16;Raio-x do tórax;08:00:00;Manhã 
823;CLIGIA;66514465431;06/ago;Qua;17;Raio-x do tórax;13:00:00;Tarde
824;CLIEDA;25156809816;08/ago;Sex;18;Sorologia para Hepatites;10:00:00;Manhã 
825;CLIDRI;51713448112;06/ago;Qua;16;Raio-x do tórax;08:00:00;Manhã 
826;CLIEDA;53310796441;07/ago;Qui;15;Ecocardiograma;14:00:00;Tarde
827;CLIDRI;60635082556;05/ago;Ter;15;Exames de retina;11:00:00;Manhã 
828;CLIEDA;16783906031;08/ago;Sex;16;Raio-x do tórax;11:00:00;Manhã 
829;CLIGIA;80398454597;04/ago;Seg;17;Ecocardiograma;14:00:00;Tarde
830;CLIGIA;44865372241;07/ago;Qui;0;Parasitológico;14:00:00;Tarde
831;CLIGIA;16960246916;05/ago;Ter;0;Parasitológico;09:00:00;Manhã 
832;CLIEDA;92863452218;08/ago;Sex;16;Parasitológico;13:00:00;Tarde
833;CLIDRI;37642942797;08/ago;Sex;16;Parasitológico;12:00:00;Manhã 
834;CLIEDA;31950368909;08/ago;Sex;17;Ecocardiograma;09:00:00;Manhã 
835;CLIDRI;90990996174;05/ago;Ter;16;Parasitológico;09:00:00;Manhã 
836;CLIDRI;13584787529;07/ago;Qui;18;Ecocardiograma;14:00:00;Tarde
837;CLIDRI;35393770626;07/ago;Qui;0;Sorologia para Hepatites;14:00:00;Tarde
838;CLIDRI;42568798897;06/ago;Qua;17;Parasitológico;11:00:00;Manhã 
839;CLIEDA;86974329360;06/ago;Qua;15;Ecocardiograma;10:00:00;Manhã 
840;CLIEDA;60081338008;07/ago;Qui;15;Parasitológico;11:00:00;Manhã 
841;CLIDRI;41462356122;04/ago;Seg;0;Sorologia para Hepatites;08:00:00;Manhã 
842;CLIGIA;36295452141;08/ago;Sex;18;Sorologia para Hepatites;09:00:00;Manhã 
843;CLIEDA;24877979596;06/ago;Qua;16;Ecocardiograma;09:00:00;Manhã 
844;CLIEDA;39860900137;07/ago;Qui;15;Parasitológico;13:00:00;Tarde
845;CLIGIA;93016039838;05/ago;Ter;17;Raio-x do tórax;10:00:00;Manhã 
846;CLIDRI;60902311674;05/ago;Ter;0;Sorologia para Hepatites;10:00:00;Manhã 
847;CLIGIA;90991460327;07/ago;Qui;17;Ecocardiograma;13:00:00;Tarde
848;CLIEDA;81109017686;07/ago;Qui;18;Raio-x do tórax;08:00:00;Manhã 
849;CLIDRI;77785081736;05/ago;Ter;18;Parasitológico;09:00:00;Manhã 
850;CLIEDA;49411646265;07/ago;Qui;18;Parasitológico;12:00:00;Manhã 
851;CLIEDA;17988609139;05/ago;Ter;16;Parasitológico;08:00:00;Manhã 
852;CLIDRI;16306671618;07/ago;Qui;18;Exames de retina;12:00:00;Manhã 
853;CLIEDA;83649237383;07/ago;Qui;15;Parasitológico;13:00:00;Tarde
854;CLIGIA;69958763556;08/ago;Sex;17;Exames de retina;14:00:00;Tarde
855;CLIDRI;43904451868;04/ago;Seg;16;Exames de retina;09:00:00;Manhã 
856;CLIDRI;42540207425;06/ago;Qua;15;Ecocardiograma;10:00:00;Manhã 
857;CLIDRI;45909332119;04/ago;Seg;16;Parasitológico;10:00:00;Manhã 
858;CLIDRI;91829350014;08/ago;Sex;0;Sorologia para Hepatites;12:00:00;Manhã 
859;CLIDRI;99920006462;05/ago;Ter;0;Sorologia para Hepatites;12:00:00;Manhã 
860;CLIGIA;74509594592;08/ago;Sex;18;Ecocardiograma;11:00:00;Manhã 
861;CLIGIA;17450460893;08/ago;Sex;16;Exames de retina;09:00:00;Manhã 
862;CLIDRI;27209734065;08/ago;Sex;0;Sorologia para Hepatites;10:00:00;Manhã 
863;CLIDRI;36363101346;05/ago;Ter;18;Parasitológico;14:00:00;Tarde
864;CLIDRI;42634900189;06/ago;Qua;0;Sorologia para Hepatites;13:00:00;Tarde
865;CLIGIA;13524604933;06/ago;Qua;17;Raio-x do tórax;14:00:00;Tarde
866;CLIEDA;78935655593;05/ago;Ter;18;Raio-x do tórax;11:00:00;Manhã 
867;CLIDRI;37852272340;04/ago;Seg;16;Parasitológico;08:00:00;Manhã 
868;CLIDRI;32123523200;04/ago;Seg;15;Exames de retina;13:00:00;Tarde
869;CLIDRI;22094443993;06/ago;Qua;0;Sorologia para Hepatites;08:00:00;Manhã 
870;CLIDRI;11290630170;06/ago;Qua;16;Exames de retina;09:00:00;Manhã 
871;CLIDRI;93546033182;04/ago;Seg;16;Exames de retina;14:00:00;Tarde
872;CLIDRI;19993355822;07/ago;Qui;17;Exames de retina;11:00:00;Manhã 
873;CLIDRI;73856723313;08/ago;Sex;0;Sorologia para Hepatites;09:00:00;Manhã 
874;CLIDRI;28462458011;08/ago;Sex;17;Sorologia para Hepatites;09:00:00;Manhã 
875;CLIGIA;33263909200;08/ago;Sex;17;Exames de retina;09:00:00;Manhã 
876;CLIDRI;69415257910;08/ago;Sex;17;Sorologia para Hepatites;09:00:00;Manhã 
877;CLIGIA;88238108787;08/ago;Sex;17;Sorologia para Hepatites;09:00:00;Manhã 
878;CLIGIA;21085591703;08/ago;Sex;17;Exames de retina;09:00:00;Manhã 
879;CLIGIA;34516785326;08/ago;Sex;17;Sorologia para Hepatites;09:00:00;Manhã 
880;CLIEDA;80048765799;08/ago;Sex;17;Sorologia para Hepatites;09:00:00;Manhã 
881;CLIEDA;35435683512;08/ago;Sex;17;Exames de retina;09:00:00;Manhã 
882;CLIDRI;19011177324;08/ago;Sex;17;Sorologia para Hepatites;09:00:00;Manhã 
883;CLIEDA;16816985646;08/ago;Sex;17;Exames de retina;09:00:00;Manhã 
884;CLIDRI;22685957762;08/ago;Sex;2;Sorologia para Hepatites;09:00:00;Manhã 
885;CLIEDA;83447528726;07/ago;Qui;15;Exames de retina;13:00:00;Tarde
886;CLIEDA;57024488704;05/ago;Ter;15;Sorologia para Hepatites;12:00:00;Manhã 
887;CLIDRI;43078509045;07/ago;Qui;18;Exames de retina;08:00:00;Manhã 
888;CLIDRI;98410971826;07/ago;Qui;17;Raio-x do tórax;13:00:00;Tarde
889;CLIEDA;36811547497;08/ago;Sex;17;Ecocardiograma;11:00:00;Manhã 
890;CLIEDA;19200340797;04/ago;Seg;50;Parasitológico;08:00:00;Manhã 
891;CLIDRI;45987783030;05/ago;Ter;16;Parasitológico;10:00:00;Manhã 
892;CLIEDA;49738422865;04/ago;Seg;18;Raio-x do tórax;12:00:00;Manhã 
893;CLIEDA;14371301523;05/ago;Ter;18;Parasitológico;12:00:00;Manhã 
894;CLIEDA;41615572183;04/ago;Seg;60;Parasitológico;12:00:00;Manhã 
895;CLIDRI;61414870571;05/ago;Ter;16;Raio-x do tórax;11:00:00;Manhã 
896;CLIEDA;12483693183;05/ago;Ter;15;Ecocardiograma;09:00:00;Manhã 
897;CLIDRI;46849908816;07/ago;Qui;17;Raio-x do tórax;13:00:00;Tarde
898;CLIGIA;77286031026;07/ago;Qui;17;Sorologia para Hepatites;12:00:00;Manhã 
899;CLIEDA;60251956760;04/ago;Seg;16;Raio-x do tórax;10:00:00;Manhã 
900;CLIEDA;42008495535;08/ago;Sex;15;Exames de retina;09:00:00;Manhã 
901;CLIGIA;15627294686;07/ago;Qui;18;Raio-x do tórax;12:00:00;Manhã 
902;CLIEDA;21877989376;05/ago;Ter;15;Parasitológico;10:00:00;Manhã 
903;CLIGIA;67235131778;05/ago;Ter;15;Ecocardiograma;10:00:00;Manhã 
904;CLIEDA;14560410024;06/ago;Qua;16;Parasitológico;08:00:00;Manhã 
905;CLIGIA;60517881474;04/ago;Seg;16;Exames de retina;09:00:00;Manhã 
906;CLIEDA;91626131651;07/ago;Qui;16;Raio-x do tórax;11:00:00;Manhã 
907;CLIEDA;30429982936;06/ago;Qua;17;Raio-x do tórax;09:00:00;Manhã 
908;CLIEDA;43097853107;04/ago;Seg;18;Sorologia para Hepatites;10:00:00;Manhã 
909;CLIGIA;13989468142;04/ago;Seg;16;Ecocardiograma;11:00:00;Manhã 
910;CLIEDA;62129187517;06/ago;Qua;0;Sorologia para Hepatites;14:00:00;Tarde
911;CLIDRI;68655583082;08/ago;Sex;15;Raio-x do tórax;14:00:00;Tarde
912;CLIEDA;73231700960;07/ago;Qui;18;Ecocardiograma;13:00:00;Tarde
913;CLIEDA;20262110895;05/ago;Ter;16;Parasitológico;10:00:00;Manhã 
914;CLIDRI;38567428558;04/ago;Seg;18;Exames de retina;10:00:00;Manhã 
915;CLIEDA;36204286659;04/ago;Seg;15;Sorologia para Hepatites;14:00:00;Tarde
916;CLIGIA;98362172368;05/ago;Ter;15;Raio-x do tórax;09:00:00;Manhã 
917;CLIEDA;25012716343;05/ago;Ter;15;Exames de retina;10:00:00;Manhã 
918;CLIGIA;57560080766;04/ago;Seg;15;Sorologia para Hepatites;13:00:00;Tarde
